sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp,task,source_sentence_id
0,0,Henry,17.813933326816844,3.265667271734556,4.097501643286103,5.733928424134541,84.89689791906144,NR,0
0,1,Ford,22.394649437180174,3.113695745151773,5.463829647215944,5.805114850085999,90.27882684354,NR,0
0,2,with,20.562362993034846,2.80067976502604,3.412868471424483,5.9283221257712135,74.13304007010431,NR,0
0,3,his,17.813933326816844,2.943578364648657,6.186661236391731,4.60863530620958,84.89689791906144,NR,0
0,4,son,19.646219770962176,3.236180259114016,8.384539401853068,5.944749762529242,79.51496899458287,NR,0
0,5,Edsel,31.556081657906837,6.520579818694166,10.24450849107369,13.07981999443301,95.66075576801856,NR,0
0,6,founded,35.220654546197494,4.81713778192297,8.660743342432433,11.497290986742918,101.04268469249712,NR,0
0,7,the,12.317073994380847,2.8347032411266633,3.304149899068775,3.6229771007278626,68.75111114562577,NR,0
0,8,Ford,11.400930772308179,2.866458485487245,3.721394149731222,3.825584620743549,57.98725329666865,NR,0
0,9,Foundation,28.80765199168884,4.510926497017361,8.569654808837111,9.331580874142812,101.04268469249712,NR,0
0,10,in,14.14936043852618,2.923164278988283,5.784108684696273,5.1972922900389396,79.51496899458287,NR,0
0,11,1936,48.046659655214825,7.7930578248574705,23.21727867892369,24.946049612649023,101.04268469249712,NR,0
0,12,as,12.317073994380847,3.4743445918183777,4.934928484404393,4.274606692129664,68.75111114562577,NR,0
0,13,a,13.233217216453513,3.30195897957522,5.839937140770825,4.68529761108038,63.369182221147206,NR,0
0,14,local,24.22693588132551,3.959746184187267,10.024133006568878,7.762741563751078,84.89689791906144,NR,0
0,15,philanthropic,48.046659655214825,5.2412971173107366,19.409190306680518,15.765738604370691,101.04268469249712,NR,0
0,16,organization,28.80765199168884,5.295734679071735,13.600092535133644,9.988686344463956,101.04268469249712,NR,0
0,17,with,8.652501106090181,2.5851977497220937,3.3100265786555703,3.1821688477207606,47.22339544771154,NR,0
0,18,a,1.3233553295088516,0.6435913802465354,0.1513113007532496,0.47160878264603756,14.931821900840177,NR,0
0,19,broad,29.723795213761505,4.2228610660320856,6.383530002549364,9.536926333618169,90.27882684354,NR,0
0,20,charter,26.975365547543504,4.901062356304506,11.140702128059932,9.51776075740047,90.27882684354,NR,0
0,21,to,3.1556417736541835,1.0677507156343031,0.7007808421185837,0.9836034616045959,25.695679749797293,NR,0
0,22,promote,34.30451132412483,4.116254174250134,17.32884573295508,11.639663838645834,95.66075576801856,NR,0
0,23,human,30.639938435834168,4.626606315759481,21.05759893077652,11.190641767259716,95.66075576801856,NR,0
0,24,welfare<EOS>,18.73007654888951,4.978182235465919,40.28021785918302,8.406157336773864,68.75111114562577,NR,0
1,0,After,12.317073994380847,3.5242456900992916,4.13570006060027,4.663394095403009,63.369182221147206,NR,1
1,1,this,20.562362993034846,3.4539305061580037,4.212096895228605,6.566262019874659,79.51496899458287,NR,1
1,2,initial,29.723795213761505,3.9892331968078074,7.7527963462726035,9.416456997392626,90.27882684354,NR,1
1,3,success,26.975365547543504,4.533608814417777,7.940850093050044,8.857917347619653,95.66075576801856,NR,1
1,4,Ford,30.639938435834168,4.166155272531047,7.138683329452523,11.001723944542388,84.89689791906144,NR,1
1,5,left,26.975365547543504,3.9574779524472254,4.70279964072599,8.863393226538996,90.27882684354,NR,1
1,6,Edison,52.62737576557815,5.370586326493105,11.916423833516873,18.755568494331904,101.04268469249712,NR,1
1,7,Illuminating,45.29822998899683,5.99435005500453,17.143730325971042,17.372909067197824,101.04268469249712,NR,1
1,8,and,17.813933326816844,4.690116804480643,13.635352612654412,7.612154893469148,74.13304007010431,NR,1
1,9,with,29.723795213761505,4.281835091273166,11.322879195250575,9.720368277416156,95.66075576801856,NR,1
1,10,other,24.22693588132551,4.030061368128555,6.524570312632445,7.398595615614776,95.66075576801856,NR,1
1,11,investors,30.639938435834168,4.690116804480643,18.762755552133065,10.43223253693073,95.66075576801856,NR,1
1,12,formed,27.891508769616173,4.721872048841225,7.1210532906921395,10.199507682858655,90.27882684354,NR,1
1,13,the,10.484787550235517,2.0839185351729133,3.574477160061346,2.8837334466165743,57.98725329666865,NR,1
1,14,Detroit,24.22693588132551,3.887162768505938,14.663771540343541,7.8394038686218765,84.89689791906144,NR,1
1,15,Automobile,35.220654546197494,5.2186147999103225,19.268149996597437,13.12088908632808,101.04268469249712,NR,1
1,16,Company<EOS>,19.646219770962176,4.810333086702845,34.80315248429007,7.814762413484834,79.51496899458287,NR,1
2,0,With,10.484787550235517,1.9455563990303795,2.792878775017609,3.4477489753088904,47.22339544771154,NR,2
2,1,his,15.98164688267151,3.653534899281659,5.099475512834653,5.6901213927797984,74.13304007010431,NR,2
2,2,interest,35.220654546197494,5.846914991901829,10.652937722355944,13.411110669053254,101.04268469249712,NR,2
2,3,in,8.652501106090181,2.7689245206654585,5.143550609735616,3.3820384282767764,52.60532437219009,NR,2
2,4,race,25.143079103398172,4.195642285151587,6.762575835897643,9.112545717369096,90.27882684354,NR,2
2,5,cars,12.317073994380847,2.4831273214202243,4.1885901768814255,4.030930080218907,57.98725329666865,NR,2
2,6,he,12.317073994380847,2.485395553160266,4.411904001179637,4.715414945136766,52.60532437219009,NR,2
2,7,formed,20.562362993034846,3.9234544763466026,5.222885784157349,6.358178620939629,90.27882684354,NR,2
2,8,a,3.1556417736541835,1.0518730934540121,0.6802124635648008,0.9644378853868956,25.695679749797293,NR,2
2,9,second,16.89779010474418,4.150277650350756,7.082854873377972,5.353354839240212,90.27882684354,NR,2
2,10,company,22.394649437180174,4.472366557436655,10.124036559544393,7.185036337760403,95.66075576801856,NR,2
2,11,the,4.0717849957268495,1.7187332250262255,1.5440843628236678,1.7693920865302988,31.07760867427585,NR,2
2,12,Henry,30.639938435834168,3.719313619742864,6.709685719616487,10.596508904511015,95.66075576801856,NR,2
2,13,Ford,26.975365547543504,4.928281137185005,16.544309008117946,10.541750115317587,95.66075576801856,NR,2
2,14,Company<EOS>,22.394649437180174,5.570190719616761,30.686538433740154,11.045530975897133,79.51496899458287,NR,2
3,0,During,19.646219770962176,2.086186766912955,3.786037625185967,7.379430039397077,57.98725329666865,NR,3
3,1,this,20.562362993034846,3.828188743264858,6.90655448577412,7.080994638292888,84.89689791906144,NR,3
3,2,period,25.143079103398172,4.490512411356987,5.3580494146536335,8.058439025395593,95.66075576801856,NR,3
