sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp,task,source_sentence_id
0,0,Presents,2.6666666666666665,134.58333333333334,161.25,381.1666666666667,100.0,SR,0
0,1,a,0.9166666666666666,62.916666666666664,170.33333333333334,88.91666666666667,66.66666666666666,SR,0
0,2,good,2.5833333333333335,96.91666666666667,219.25,301.9166666666667,91.66666666666666,SR,0
0,3,case,1.75,105.33333333333333,239.66666666666666,241.0,91.66666666666666,SR,0
0,4,while,2.5,121.41666666666667,303.3333333333333,296.25,100.0,SR,0
0,5,failing,3.0833333333333335,104.25,200.83333333333334,386.8333333333333,91.66666666666666,SR,0
0,6,to,0.6666666666666666,50.166666666666664,64.58333333333333,69.58333333333333,50.0,SR,0
0,7,provide,2.8333333333333335,144.5,227.25,345.0833333333333,100.0,SR,0
0,8,a,0.5,31.5,31.5,54.333333333333336,33.33333333333333,SR,0
0,9,reason,2.9166666666666665,124.75,354.3333333333333,340.3333333333333,100.0,SR,0
0,10,for,0.4166666666666667,35.0,41.25,41.25,33.33333333333333,SR,0
0,11,us,0.08333333333333333,11.833333333333334,11.833333333333334,11.833333333333334,8.333333333333332,SR,0
0,12,to,0.75,70.66666666666667,163.16666666666666,100.91666666666667,50.0,SR,0
0,13,care,1.8333333333333333,106.5,310.0833333333333,221.0,100.0,SR,0
0,14,beyond,2.1666666666666665,93.08333333333333,507.0833333333333,236.0,100.0,SR,0
0,15,the,0.3333333333333333,23.666666666666668,23.666666666666668,31.333333333333332,25.0,SR,0
0,16,very,1.6666666666666667,99.25,320.75,195.33333333333334,91.66666666666666,SR,0
0,17,basic,2.0833333333333335,109.16666666666667,205.91666666666666,256.0833333333333,100.0,SR,0
0,18,dictums,2.4166666666666665,112.25,208.16666666666666,302.8333333333333,91.66666666666666,SR,0
0,19,of,0.4166666666666667,50.25,50.25,50.25,41.66666666666667,SR,0
0,20,human,1.5833333333333333,119.08333333333333,294.8333333333333,212.25,91.66666666666666,SR,0
0,21,decency<EOS>,1.25,114.5,1303.6666666666667,158.83333333333334,83.33333333333334,SR,0
1,0,Beautifully,2.1666666666666665,99.25,144.91666666666666,245.58333333333334,100.0,SR,1
1,1,crafted,2.8333333333333335,121.25,215.83333333333334,352.0,100.0,SR,1
1,2,engaging,2.75,128.66666666666666,267.3333333333333,412.5,100.0,SR,1
1,3,filmmaking,2.3333333333333335,119.66666666666667,276.5,286.25,91.66666666666666,SR,1
1,4,that,0.75,60.5,67.25,83.66666666666667,50.0,SR,1
1,5,should,1.5,125.0,228.0,185.08333333333334,100.0,SR,1
1,6,attract,1.3333333333333333,96.58333333333333,125.16666666666667,152.0,83.33333333333334,SR,1
1,7,upscale,1.5,127.25,158.5,211.75,91.66666666666666,SR,1
1,8,audiences,2.0,127.83333333333333,299.4166666666667,285.1666666666667,100.0,SR,1
1,9,hungry,1.9166666666666667,146.08333333333334,183.66666666666666,255.33333333333334,100.0,SR,1
1,10,for,0.6666666666666666,44.416666666666664,62.75,74.16666666666667,41.66666666666667,SR,1
1,11,quality,1.4166666666666667,125.25,205.83333333333334,188.41666666666666,91.66666666666666,SR,1
1,12,and,0.5,46.333333333333336,46.333333333333336,55.333333333333336,41.66666666666667,SR,1
1,13,a,0.5,42.916666666666664,42.916666666666664,51.916666666666664,41.66666666666667,SR,1
1,14,nostalgic,2.5833333333333335,122.33333333333333,326.3333333333333,321.4166666666667,91.66666666666666,SR,1
1,15,twisty,1.4166666666666667,117.66666666666667,128.08333333333334,172.08333333333334,91.66666666666666,SR,1
1,16,yarn,0.4166666666666667,57.333333333333336,57.333333333333336,57.333333333333336,41.66666666666667,SR,1
1,17,that,1.6666666666666667,80.58333333333333,222.0,187.66666666666666,91.66666666666666,SR,1
1,18,will,0.9166666666666666,76.66666666666667,146.66666666666666,104.91666666666667,66.66666666666666,SR,1
1,19,keep,1.1666666666666667,86.0,148.75,131.83333333333334,83.33333333333334,SR,1
1,20,them,1.0833333333333333,79.08333333333333,195.75,113.16666666666667,75.0,SR,1
1,21,guessing<EOS>,1.9166666666666667,121.75,1105.0,249.25,91.66666666666666,SR,1
2,0,Bread,1.5833333333333333,144.25,168.25,243.5,91.66666666666666,SR,2
2,1,My,1.75,94.5,241.58333333333334,233.08333333333334,83.33333333333334,SR,2
2,2,Sweet,3.1666666666666665,123.5,344.75,353.6666666666667,100.0,SR,2
2,3,has,1.25,87.75,133.08333333333334,149.66666666666666,75.0,SR,2
2,4,so,1.25,81.0,100.08333333333333,140.25,75.0,SR,2
2,5,many,1.5833333333333333,108.83333333333333,136.66666666666666,189.25,83.33333333333334,SR,2
2,6,flaws,1.5833333333333333,81.33333333333333,221.16666666666666,161.0,83.33333333333334,SR,2
2,7,it,0.3333333333333333,32.333333333333336,32.333333333333336,32.333333333333336,33.33333333333333,SR,2
2,8,would,1.5833333333333333,112.58333333333333,136.58333333333334,184.16666666666666,91.66666666666666,SR,2
2,9,be,0.5833333333333334,57.916666666666664,67.33333333333333,66.25,50.0,SR,2
2,10,easy,1.75,92.08333333333333,203.0,184.16666666666666,91.66666666666666,SR,2
2,11,for,0.75,60.583333333333336,87.25,87.75,50.0,SR,2
2,12,critics,1.0833333333333333,99.25,107.16666666666667,135.91666666666666,75.0,SR,2
2,13,to,1.25,96.16666666666667,174.41666666666666,142.5,83.33333333333334,SR,2
2,14,shred,2.0833333333333335,140.41666666666666,930.9166666666666,258.9166666666667,100.0,SR,2
2,15,it<EOS>,0.5,65.58333333333333,350.5833333333333,72.83333333333333,41.66666666666667,SR,2
3,0,Slow,1.9166666666666667,130.83333333333334,138.25,246.75,83.33333333333334,SR,3
3,1,silly,2.6666666666666665,113.25,242.16666666666666,333.8333333333333,100.0,SR,3
3,2,and,1.6666666666666667,86.91666666666667,215.75,174.33333333333334,91.66666666666666,SR,3
3,3,unintentionally,5.416666666666667,173.0,440.6666666666667,802.5,100.0,SR,3
3,4,hilarious<EOS>,2.3333333333333335,137.58333333333334,1033.0833333333333,314.0,91.66666666666666,SR,3
4,0,Ultimately,3.75,118.83333333333333,198.25,488.25,100.0,SR,4
4,1,feels,3.25,117.5,264.3333333333333,387.5833333333333,100.0,SR,4
4,2,emp11111ty,7.25,103.58333333333333,616.6666666666666,919.5,100.0,SR,4
4,3,and,0.8333333333333334,67.25,338.6666666666667,103.0,58.333333333333336,SR,4
4,4,unsatisfying,3.8333333333333335,134.08333333333334,592.8333333333334,502.9166666666667,100.0,SR,4
4,5,like,0.6666666666666666,47.5,113.75,71.16666666666667,41.66666666666667,SR,4
4,6,swallowing,2.25,103.5,339.8333333333333,246.5,91.66666666666666,SR,4
4,7,a,0.0,0.0,0.0,0.0,0.0,SR,4
4,8,Communion,3.0,92.91666666666667,1153.5,312.0,100.0,SR,4
4,9,wafer,1.3333333333333333,132.25,203.33333333333334,174.75,100.0,SR,4
4,10,without,1.9166666666666667,72.33333333333333,997.8333333333334,193.5,83.33333333333334,SR,4
4,11,the,0.5833333333333334,71.83333333333333,457.4166666666667,90.5,41.66666666666667,SR,4
4,12,wine<EOS>,1.0833333333333333,95.25,707.4166666666666,120.33333333333333,83.33333333333334,SR,4
5,0,Exudes,2.6666666666666665,124.08333333333333,188.16666666666666,398.5,91.66666666666666,SR,5
5,1,the,2.0,113.83333333333333,200.25,264.9166666666667,83.33333333333334,SR,5
5,2,fizz,1.75,92.33333333333333,232.91666666666666,224.5,83.33333333333334,SR,5
5,3,of,1.25,73.41666666666667,180.66666666666666,122.83333333333333,75.0,SR,5
5,4,a,0.9166666666666666,70.0,138.91666666666666,87.91666666666667,66.66666666666666,SR,5
5,5,Busby,2.6666666666666665,121.08333333333333,310.0833333333333,346.5833333333333,100.0,SR,5
5,6,Berkeley,2.1666666666666665,128.83333333333334,269.4166666666667,274.4166666666667,100.0,SR,5
5,7,musical,1.5833333333333333,123.08333333333333,154.75,200.25,100.0,SR,5
5,8,and,1.1666666666666667,94.16666666666667,123.58333333333333,130.25,83.33333333333334,SR,5
5,9,the,0.6666666666666666,79.08333333333333,108.33333333333333,86.0,58.333333333333336,SR,5
5,10,visceral,2.1666666666666665,142.5,246.66666666666666,356.4166666666667,100.0,SR,5
5,11,excitement,3.0,94.5,385.5833333333333,331.3333333333333,100.0,SR,5
5,12,of,0.5,42.583333333333336,69.58333333333333,42.583333333333336,50.0,SR,5
5,13,a,0.25,19.166666666666668,19.166666666666668,19.166666666666668,25.0,SR,5
5,14,sports,1.75,126.16666666666667,147.41666666666666,211.58333333333334,100.0,SR,5
5,15,extravaganza<EOS>,2.75,126.75,1342.5833333333333,362.4166666666667,100.0,SR,5
6,0,The,0.16666666666666666,13.0,13.0,13.0,16.666666666666664,SR,6
6,1,film,0.8333333333333334,56.416666666666664,83.66666666666667,89.33333333333333,58.333333333333336,SR,6
6,2,rehashes,3.3333333333333335,121.33333333333333,283.1666666666667,399.9166666666667,100.0,SR,6
6,3,several,2.3333333333333335,148.75,283.9166666666667,335.25,100.0,SR,6
6,4,old,0.6666666666666666,59.0,83.33333333333333,66.58333333333333,58.333333333333336,SR,6
6,5,themes,2.0,114.5,261.3333333333333,240.58333333333334,100.0,SR,6
6,6,and,0.5833333333333334,49.916666666666664,68.41666666666667,61.833333333333336,41.66666666666667,SR,6
6,7,is,0.5,48.833333333333336,80.41666666666667,57.75,41.66666666666667,SR,6
6,8,capped,2.0,108.83333333333333,210.58333333333334,224.91666666666666,100.0,SR,6
6,9,with,0.75,50.416666666666664,76.66666666666667,65.83333333333333,58.333333333333336,SR,6
6,10,pointless,2.5,117.5,241.91666666666666,308.1666666666667,100.0,SR,6
6,11,extremes,2.4166666666666665,155.33333333333334,394.25,373.75,100.0,SR,6
6,13,its,0.25,23.583333333333332,23.583333333333332,23.583333333333332,25.0,SR,6
6,14,insanely,2.8333333333333335,127.58333333333333,284.6666666666667,354.5833333333333,91.66666666666666,SR,6
6,15,violent,1.8333333333333333,151.75,159.16666666666666,237.66666666666666,100.0,SR,6
6,16,and,0.5,47.166666666666664,101.58333333333333,47.166666666666664,50.0,SR,6
6,17,very,1.25,106.66666666666667,299.4166666666667,155.33333333333334,83.33333333333334,SR,6
6,18,graphic<EOS>,1.75,124.5,804.0,216.25,91.66666666666666,SR,6
